Service_Quality,Ticket_Resolution_Speed,Website_Ease_of_Use,Mobile_App_Experience,Escalation_Handling,Value_Adds,Customer_Support_Responsiveness,Transparency_in_Policy,Trust_in_Company,Technical_Issue_Frequency,Would_Recommend,Use_Again,Overall_IT_Support,CSI_Index,Customer_Feedback,Sentiment_Score,CSI_Score
average,,good,,poor,poor,good,,,Often,no,,Very Good,low,,-0.8571974149999999,50.179622211
average,excellent,,average,,average,good,average,no,Often,no,yes,Neutral,high,,0.42497761300000003,100.0
good,excellent,average,,excellent,poor,good,poor,yes,,,no,Very Bad,low,,-0.257471064,68.77561468
good,poor,good,excellent,poor,very poor,very poor,very poor,yes,,,no,Very Bad,medium,,-1.0,71.252620875
,very poor,poor,poor,poor,excellent,excellent,average,,Sometimes,no,,,low,Figure all part hundred soon animal wrong language that use.,-0.393148693,65.156429988
,good,very poor,excellent,good,good,excellent,good,yes,Often,no,yes,Neutral,high,,0.447318765,97.140103357
excellent,poor,average,,excellent,,,very poor,yes,Sometimes,,,,low,,0.693789057,51.34946692
average,excellent,poor,average,good,good,average,very poor,,Always,no,,Bad,low,,0.441442273,66.6563841
poor,good,,very poor,good,very poor,good,good,yes,Never,yes,yes,Very Good,medium,Coach break sometimes once deep happen.,-0.266041639,83.096070903
average,excellent,poor,good,good,good,average,average,,Sometimes,no,no,Good,high,,0.486027293,91.92315636
poor,very poor,,,poor,,excellent,very poor,yes,Never,yes,yes,Very Good,medium,Really indicate represent start probably small central party yourself.,-0.7893845370000001,83.13942271500001
average,,,good,excellent,excellent,,poor,yes,Sometimes,yes,,Very Good,low,,0.951315031,61.295905792000006
average,excellent,average,poor,good,very poor,average,poor,no,Never,no,,Bad,low,,0.090900908,51.509030715
good,average,good,good,,very poor,average,poor,no,Always,,yes,,medium,,-0.801659573,81.45785463300001
very poor,very poor,good,excellent,average,very poor,average,average,no,Sometimes,,yes,Very Good,medium,,-0.918862939,79.407045765
good,poor,,excellent,,,very poor,good,,,no,yes,Very Good,medium,,-0.665309969,74.82553980300001
good,poor,good,,,,poor,average,,Never,no,yes,Very Bad,medium,Mind stay center make mention cultural wear road.,-0.681979159,76.98876795
excellent,average,poor,very poor,,average,average,good,no,Never,yes,no,Bad,low,,-0.03308454300000002,64.411882929
average,poor,very poor,average,excellent,poor,average,poor,,,yes,yes,Bad,low,,-0.09765900400000001,55.6845723
good,excellent,,excellent,average,poor,excellent,very poor,no,,no,yes,Very Good,high,,1.0,100.0
good,excellent,average,average,good,very poor,excellent,,no,Always,,,Very Bad,low,Word wind base effort per once sort agree rule manager act.,0.44192689500000004,62.135009024
very poor,excellent,average,very poor,excellent,poor,poor,,no,,,no,,low,,-0.31875853,59.719238882999996
,average,average,good,,,,,yes,Sometimes,no,,Neutral,medium,,-0.167493215,79.44544605
average,,very poor,very poor,average,poor,,very poor,no,Sometimes,no,,Very Good,medium,,-0.13134262800000002,72.308108034
,good,,very poor,average,very poor,excellent,very poor,no,Never,yes,no,Neutral,low,,-0.14797975100000002,50.0
very poor,,average,very poor,excellent,,,poor,,Often,yes,no,Very Bad,low,,-0.7164490889999999,53.725548024000005
poor,excellent,good,average,average,excellent,very poor,excellent,no,,,yes,Very Bad,high,,0.782223584,100.0
poor,good,poor,excellent,average,good,excellent,very poor,,Sometimes,yes,yes,Very Good,low,Central note keep allow describe military center simple well ready customer item against.,-0.030367407000000013,58.415239575
excellent,average,,average,good,excellent,poor,,,Sometimes,no,yes,Bad,low,,-0.16819316099999998,58.865222152
very poor,good,very poor,excellent,,,average,very poor,no,Sometimes,,yes,Good,low,,-1.0,66.963634812
very poor,average,excellent,,,,poor,very poor,,Never,no,no,Neutral,medium,Big opportunity act family general realize though.,-0.628123282,84.134503746
poor,very poor,good,good,poor,good,poor,excellent,yes,Never,,yes,Bad,medium,,0.257239063,77.679205497
good,excellent,average,good,good,very poor,average,,,Sometimes,no,no,Good,low,,-0.222510853,59.3666396
very poor,,excellent,excellent,average,very poor,,good,yes,Often,,,,medium,,0.151197267,75.74511758
poor,excellent,average,poor,average,good,good,excellent,,,no,no,Very Bad,high,,-0.116695073,93.23248916
average,,average,excellent,excellent,very poor,,good,yes,Never,,yes,Good,low,,0.561725652,60.26576400900001
good,excellent,poor,poor,very poor,average,,average,,Sometimes,yes,no,Bad,low,Pretty dog issue better always field hold tree measure buy five arm economic.,0.007517087999999977,54.784148481
excellent,excellent,good,average,good,very poor,good,average,no,Sometimes,no,no,Very Bad,high,,-0.7518632030000001,100.0
,,good,poor,very poor,excellent,excellent,good,no,Often,,,Very Good,medium,,-0.023579784,78.31409843
good,,average,good,very poor,good,poor,good,,Always,no,yes,Bad,low,,-0.271237255,63.05863959
average,good,average,,very poor,,poor,poor,yes,Sometimes,no,no,Good,low,,-0.472930081,50.0
excellent,poor,,average,excellent,,,very poor,no,Often,no,no,Neutral,low,,-0.309986244,59.60164846
good,excellent,,poor,good,average,poor,average,,Always,yes,,Very Good,low,,0.45644915,51.75446715
excellent,,good,excellent,very poor,average,good,excellent,no,Sometimes,,yes,Good,low,Box cost population woman successful attorney knowledge crime source.,-0.052276255999999965,59.968656297
average,,average,excellent,excellent,,good,average,yes,,,yes,Neutral,high,,0.448954948,97.23914688400001
excellent,,average,average,average,,very poor,excellent,no,Always,,,Very Bad,low,Cover most factor expect management thought provide those down pick large.,0.96675584,59.193615272
average,excellent,very poor,very poor,very poor,average,poor,average,no,Sometimes,no,,Neutral,low,,-0.727766862,56.981826081
average,average,,average,,,,,,Sometimes,,no,Good,low,Particular national ten join adult appear.,0.470017239,58.426758
good,average,good,excellent,poor,average,good,good,yes,Always,,,Bad,low,,0.376913575,66.81239612
poor,,very poor,average,very poor,,good,,no,Often,yes,no,,low,,-1.0,50.0
average,average,excellent,excellent,very poor,average,good,,yes,Never,yes,yes,Bad,high,,0.36809763900000003,100.0
poor,good,,poor,average,good,very poor,average,yes,Often,yes,no,Very Bad,medium,,0.125834026,78.422382423
,excellent,poor,,,poor,good,good,,,yes,no,Neutral,low,,-0.7409046370000001,59.358376287
,excellent,excellent,good,poor,poor,good,average,,Often,,yes,Good,high,Financial prepare loss body same card.,-0.735973583,93.49026142
very poor,poor,average,,average,very poor,,excellent,yes,Sometimes,,,,medium,Type do pay answer total really maybe stock author.,-0.514748514,86.637787281
poor,excellent,excellent,very poor,,very poor,very poor,,no,Always,no,no,Good,low,,-0.661155473,56.37625434
poor,very poor,very poor,,average,excellent,good,very poor,,Never,no,yes,Very Bad,low,,-1.0,50.0
average,very poor,excellent,,good,,excellent,very poor,,Sometimes,yes,yes,Very Bad,low,Alone song especially win actually add stand plant particular cut affect reflect.,0.955600447,66.59504194
excellent,poor,good,excellent,very poor,,good,,yes,Never,,no,,low,,-0.80428487,52.18227347
,poor,average,poor,very poor,excellent,average,excellent,,,yes,no,Bad,low,,0.214290735,58.39431948
,very poor,average,very poor,good,average,average,average,,Always,,,Good,medium,,-0.8384504290000001,86.091776082
average,good,average,average,very poor,excellent,excellent,average,no,Always,yes,yes,Good,high,,0.72151079,94.91091556100001
,good,very poor,very poor,good,very poor,very poor,poor,,Sometimes,no,yes,,low,,-0.004183561000000002,50.0
,poor,very poor,poor,good,excellent,poor,average,no,Sometimes,yes,yes,Very Bad,low,Cover large activity might despite argue door knowledge general the.,0.18229066099999996,51.589984158
,very poor,excellent,,,good,very poor,average,no,,no,no,Neutral,low,Chance watch change black wish five Mrs account operation film fire card become.,-0.78948664,64.098658971
excellent,good,poor,,good,very poor,very poor,average,no,Never,no,yes,Very Good,medium,Buy cup political various financial seat different teacher.,-0.26760580300000003,70.258327245
excellent,,poor,poor,,very poor,poor,,,Never,,no,Neutral,medium,Three become project movement operation same worry now.,-0.981242739,76.25848291199999
good,average,good,average,very poor,average,excellent,good,no,Never,yes,,Very Bad,low,Establish guess boy art course wonder ready tax cell new remember also Mrs.,0.166167195,52.3971782
poor,very poor,good,average,very poor,very poor,average,very poor,no,Often,,yes,Bad,low,,0.740522983,53.984429163
very poor,poor,good,very poor,good,excellent,poor,very poor,no,Always,,no,Very Bad,medium,,-0.456646971,87.80666551200001
very poor,very poor,,excellent,good,good,good,good,no,Never,yes,yes,,medium,,-0.27311127700000004,76.982642451
excellent,excellent,,average,good,excellent,average,poor,yes,,yes,yes,,medium,,-0.41177307700000004,75.08863951600001
poor,,excellent,poor,poor,good,average,average,no,Often,no,,Very Good,medium,,-0.294623739,70.42070522700001
good,good,average,poor,,excellent,excellent,good,no,Sometimes,,yes,Very Good,low,,0.387414486,56.999879013000005
very poor,excellent,excellent,average,average,average,poor,very poor,,Sometimes,yes,,Very Bad,low,,-0.48959468700000003,68.40296285400001
excellent,good,good,very poor,excellent,,excellent,poor,no,Always,yes,no,Good,low,,0.853553483,63.187745621000005
poor,,good,very poor,good,poor,very poor,good,yes,Sometimes,no,,Very Bad,medium,,-0.14161531800000002,86.77855836
good,poor,very poor,poor,poor,excellent,,good,no,,yes,,Good,low,Lawyer power those clear but study bank single leave determine wait someone painting.,0.249975422,58.58324009100001
very poor,,average,very poor,very poor,excellent,very poor,average,,Often,,yes,Very Bad,low,,-0.7860058080000001,64.30427271
,very poor,excellent,excellent,poor,excellent,very poor,,no,Often,yes,,Neutral,medium,,0.287217094,76.37616999
,,average,poor,good,poor,average,,no,Always,no,,,low,Sell mind child environmental yeah factor none line collection type movement.,0.502483281,60.66551231100001
poor,,,,,excellent,average,average,,Sometimes,no,no,,medium,,0.270928869,74.3693299
excellent,average,average,excellent,average,poor,excellent,,,Often,yes,yes,Very Good,high,,0.409780099,100.0
poor,excellent,poor,average,average,,,poor,no,Sometimes,yes,,Good,medium,,-0.9359299729999999,79.833027357
average,very poor,excellent,very poor,,good,poor,poor,no,Always,yes,,Very Bad,medium,,0.6495007909999999,82.438271775
average,good,very poor,poor,average,very poor,excellent,excellent,,Often,no,no,Neutral,low,,-1.0,51.236567712
,good,,poor,poor,good,average,very poor,,,yes,yes,Very Bad,low,Age strong series although performance factor here company call wonder wait college society.,0.05818561999999999,55.511430714
,average,,very poor,,good,very poor,poor,,,,,Good,medium,,-0.248034046,84.396342078
very poor,excellent,average,excellent,average,excellent,good,very poor,no,Often,no,yes,Very Bad,high,Other because what force local guy general number few spend defense own other.,0.621925484,99.406651795
very poor,excellent,average,good,very poor,poor,average,very poor,,,,yes,Good,medium,,0.45428461299999995,82.604829222
,poor,average,excellent,good,,very poor,very poor,,Sometimes,no,no,Very Bad,low,,0.715672031,50.0
,average,,average,poor,good,,good,yes,,yes,,Very Good,medium,,-0.038458778,72.610547364
,poor,poor,very poor,poor,very poor,,average,,Sometimes,yes,yes,Neutral,low,,-0.481791925,69.12180693
average,excellent,poor,very poor,average,poor,poor,good,,,,,Good,low,Store less dinner speak final ready responsibility themselves.,-0.668000267,62.960453343
very poor,excellent,,excellent,very poor,good,poor,average,no,Always,no,yes,Bad,low,,0.32849004,60.07044621600001
very poor,good,very poor,good,average,poor,poor,very poor,no,,,yes,Good,medium,,0.739119203,77.212568628
excellent,excellent,poor,poor,,very poor,excellent,excellent,yes,,yes,no,,medium,,0.9187198320000001,86.271608302
poor,excellent,average,poor,average,,average,poor,no,Sometimes,yes,yes,Very Good,medium,,0.34162564,72.167717583
average,good,,good,,excellent,excellent,excellent,,Sometimes,yes,yes,Neutral,low,,-0.533176222,61.22937348000001
good,,very poor,average,very poor,good,good,very poor,yes,Always,no,no,Neutral,low,Pass reality suffer join push attention network practice become upon data.,-0.12720902700000003,69.213282741
good,,good,,poor,excellent,excellent,,,Never,no,,Very Bad,high,Stop tree ever within short before article baby other always low instead.,0.504500868,98.37623122800001
poor,poor,poor,very poor,average,very poor,excellent,very poor,yes,Never,no,yes,Bad,medium,,-0.84575829,82.19986848
,good,,poor,average,average,average,very poor,yes,,yes,no,Bad,medium,Then national forward fact work discussion crime increase cold simply rule phone institution.,0.08202322099999998,85.12083241200001
average,poor,good,average,excellent,poor,very poor,poor,yes,Always,yes,yes,,low,,0.30019659800000004,52.570683189
poor,poor,excellent,,very poor,,excellent,poor,no,Sometimes,no,no,Very Good,medium,Worry skill prevent all former travel later.,0.083220134,89.796496941
very poor,,excellent,excellent,excellent,poor,,very poor,yes,Never,no,,,low,,-0.651822109,68.68801847
very poor,excellent,average,poor,,excellent,excellent,excellent,no,,,yes,,high,,1.0,100.0
,average,poor,excellent,average,excellent,,good,yes,Never,no,no,Bad,low,,0.183543634,62.509656572000004
good,very poor,average,average,good,good,,average,no,Always,,yes,Very Bad,low,,-0.741639452,54.560648781
good,good,good,excellent,average,poor,very poor,excellent,no,Always,no,,Very Good,low,,0.696102376,66.9512525
very poor,average,excellent,excellent,average,very poor,poor,good,,Sometimes,,no,Very Bad,medium,,-0.885949632,81.67800419100001
,good,poor,excellent,average,average,excellent,poor,,Always,no,yes,Bad,low,,-0.487049639,69.5147253
good,excellent,poor,good,excellent,poor,very poor,excellent,yes,Never,,no,Bad,medium,,-0.320759985,71.77362848
,good,good,average,average,,,,no,Never,no,,Bad,low,Own always size we your activity.,-0.579918431,56.70162214
good,excellent,excellent,average,,,good,good,no,,,yes,Neutral,high,,0.10537144500000001,100.0
excellent,excellent,,average,good,good,excellent,,no,,yes,no,Good,low,Bill still sound fact often result sort seven plant heavy free determine market.,0.16640638000000002,56.876633957
poor,good,,poor,good,very poor,good,good,,,yes,no,Good,low,Agent and they nor stand marriage clearly law outside type west treat eat.,-1.0,57.337891164000006
poor,poor,poor,average,very poor,excellent,,excellent,,,,no,Very Good,low,,0.5112839629999999,51.219026802
,poor,poor,very poor,good,average,very poor,,,Never,yes,,Good,medium,Song whatever capital doctor which ever occur opportunity major in thousand although.,-0.575899378,75.44374551
